Name,Country,Region,DOB,Industry,IndustryType,Company,SelfMade,Type,Gender,Generation,CompanyAcquired
Maria Asuncion Aramburuzabala,Mexico,Latin America,1964,Consumer,Traded Sectors,Grupo Modelo,inherited,inherited,female,Third generation,new
Maria de Lourdes Egydio Villela,Brazil,Latin America,Unknown,Money Management,Financial,Unknown,Unknown,Unknown,female,Unknown,Unknown
Maria Del Pino y Calvo-Sotelo,Spain,Europe,1957,Constrution,Non-Traded Sectors,Ferrovial,inherited,inherited,female,inherited from father,new
Maria Helena Moraes Scripilliti,Brazil,Latin America,1931,Diversified financial,Financial,Votorantim Group,inherited,inherited,female,inherited from father,new
Maria Ines de Lafuente Lacroze,Argentina,Latin America,1945,Other,other,Loma Negra,inherited,inherited,female,inherited from father,new
Maria Luisa Solari Falabella,Chile,Latin America,1941,"Retail, Restaurant",Non-Traded Sectors,SACI Falabella,inherited,inherited,female,Fourth generation,new
Maria Noseda Zambra,Chile,Latin America,Unknown,Diversified financial,Financial,Unknown,Unknown,Unknown,female,Unknown,Unknown
Maria-Elisabeth and Georg Schaeffler,Germany,Europe,Unknown,Non-consumer industrial,Traded Sectors,Unknown,Unknown,Unknown,married couple,Unknown,Unknown
Maria-Elisabeth Schaeffler,Germany,Europe,1942,Non-consumer industrial,Traded Sectors,Schaeffler Group,inherited,inherited,female,spouse or widow,new
Marianne Liebmann,United States,North America,1954,Consumer,Traded Sectors,Cargill,inherited,inherited,female,Third generation,new
Marie Besnier Beauvalot,France,Europe,1981,Consumer,Traded Sectors,Lactalis,inherited,inherited,female,inherited from father,new
Marie-Jeanne Meyer,France,Europe,1942,Mining and metals,Resource Related,Louis-Dreyfus Goup,inherited,inherited,female,Fourth generation,new
Marilyn Carlson Nelson,United States,North America,1939,Real Estate,Financial,Carlson Inc,inherited,inherited,female,inherited from father,new
Mario Brescia Cafferata,Peru,Latin America,1929,Mining and metals,Resource Related,Unknown,Unknown,Unknown,male,Unknown,Unknown
Mario Gabelli,United States,North America,1943,Money Management,Financial,Gabelli Asset Management Company,self-made,self-made finance,male,Unknown,new
Mario Moretti Polegato,Italy,Europe,1953,Consumer,Traded Sectors,Geox,self-made,founder non-finance,male,Unknown,new
Marion MacMillan Pictet,United States,North America,1932,Consumer,Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Marion Sandler,United States,North America,1931,Money Management,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Marius Nacht,Israel,Middle East/North Africa,1966,Technology-Computer,New Sectors,Check Point,self-made,founder non-finance,male,Unknown,new
Mark Coombs,United Kingdom,Europe,1961,Money Management,Financial,Ashmore Group,self-made,self-made finance,male,Unknown,new
Mark Cuban,United States,North America,1961,Media,Non-Traded Sectors,Broadcast.com,self-made,founder non-finance,male,Unknown,new
Mark Dixon,United Kingdom,Europe,1959,"Retail, Restaurant",Non-Traded Sectors,Regus,self-made,founder non-finance,male,Unknown,new
Mark McCormack,United States,North America,1931,Other,other,Unknown,Unknown,Unknown,male,Unknown,Unknown
Mark Pincus,United States,North America,1966,Technology-Computer,New Sectors,Zynga,self-made,founder non-finance,male,Unknown,new
Mark Shoen,United States,North America,1952,"Retail, Restaurant",Non-Traded Sectors,U-haul,inherited,inherited,male,inherited from father,new
Mark Stevens,United States,North America,1960,Venture Capital,Financial,Sequoia Capital,self-made,self-made finance,male,Unknown,new
Mark Vadon,United States,North America,1971,Technology-Computer,New Sectors,Zulily,self-made,founder non-finance,male,Unknown,new
Mark Zuckerberg,United States,North America,1985,Technology-Computer,New Sectors, Facebook,self-made,founder non-finance,male,Unknown, new
Martha Ingram,United States,North America,1936,"Retail, Restaurant",Non-Traded Sectors,Ingram Industries,inherited,inherited,female,spouse or widow,new
Martha Stewart,United States,North America,1942,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,female,Unknown,Unknown
Martin & Olivier Bouygues,France,Europe,Unknown,Constrution,Non-Traded Sectors,Bouygues S.A.,inherited,inherited,male,inherited from father,new
Martin and Olivier Bouygues,France,Europe,1952,Constrution,Non-Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Martin Bouygues,France,Europe,1952,Media,Non-Traded Sectors,Bouygues S.A.,inherited,inherited,male,inherited from father,new
Martin Ebner,Switzerland,Europe,Unknown,Money Management,Financial,BZ Bank,self-made,self-made finance,male,Unknown,new
Martin Haefner,Switzerland,Europe,1954,Technology-Computer,New Sectors,CA Technologies,inherited,inherited,male,inherited from father,new
Martin Naughton,Ireland,Europe,1940,Non-consumer industrial,Traded Sectors,Glen Dimplex Group,self-made,founder non-finance,male,Unknown,new
Martin Viessmann,Germany,Europe,1954,Non-consumer industrial,Traded Sectors,Viessmann Group,inherited,inherited,male,Third generation,new
Martua Sitorus,Indonesia,East Asia,1960,Mining and metals,Resource Related,Wilmar International,self-made,privatized and resources,male,Unknown,new
Marvin Davis,United States,North America,1926,Energy,Resource Related,Davis Petroleum,inherited,inherited,male,inherited from father,new
Marvin Herb,United States,North America,1937,Consumer,Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Marvin Oates,United States,North America,1924,Real Estate,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Mary & Douglas Perkins,United Kingdom,Europe,Unknown,"Retail, Restaurant",Non-Traded Sectors,Unknown,Unknown,Unknown,married couple,Unknown,Unknown
Mary Alice Dorrance Malone,United States,North America,1950,Consumer,Traded Sectors,Campbell Soup,inherited,inherited,female,Third generation,aquired
Mary Anselmo,United States,North America,1929,Media,Non-Traded Sectors,PanAmSat,inherited,inherited,female,spouse or widow,new
Mary Janet Cargill,United States,North America,1924,Diversified financial,Financial,Unknown,Unknown,Unknown,female,Unknown,Unknown
Mary West,United States,North America,1946,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,female,Unknown,Unknown
Masafumi Miyamoto,Japan,East Asia,Unknown,Technology-Computer,New Sectors,Square,self-made,founder non-finance,male,Unknown,subsidiary
Masahiro Miki,Japan,East Asia,1956,"Retail, Restaurant",Non-Traded Sectors,ABC-Mart,self-made,founder non-finance,male,Unknown,new
Masahiro Noda,Japan,East Asia,Unknown,Technology-Computer,New Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Masao Morita,Japan,East Asia,Unknown,Media,Non-Traded Sectors,Sony,inherited,inherited,male,inherited from father,new
Masatoshi Ito,Japan,East Asia,1925,"Retail, Restaurant",Non-Traded Sectors,Ito-Yokado,self-made,founder non-finance,male,Unknown,new
Masayoshi Son,Japan,East Asia,1958,Media,Non-Traded Sectors,Softbank,self-made,founder non-finance,male,Unknown,new
Massimo Moratti,Italy,Europe,1946,Energy,Resource Related,Saras SPA,inherited,inherited,male,inherited from father,new
Matt & Dan Walsh,United States,North America,Unknown,Constrution,Non-Traded Sectors,Walsh Group,inherited,inherited,male,Third generation,new
Matthew Bucksbaum,United States,North America,1926,Real Estate,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Matthias Reimann-Andersen,Germany,Europe,1966,Consumer,Traded Sectors,Benckiser,inherited,inherited,male,inherited from father,aquired
Maurice Greenberg,United States,North America,1926,Money Management,Financial,AIG,self-made,self-made finance,male,Unknown,new
Max Michel Suberville,Mexico,Latin America,1933,"Retail, Restaurant",Non-Traded Sectors,FEMSA,self-made,executive,male,Unknown,new
Max Turnauer,Austria,Europe,1936,Non-consumer industrial,Traded Sectors,Constantia,inherited,inherited,male,inherited from father,new
Maxim Blazhko,Russia,Europe,1969,Real Estate,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Maxim Nogotkov,Russia,Europe,1977,"Retail, Restaurant",Non-Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Meg Whitman,United States,North America,1957,Technology-Computer,New Sectors,Hewlett-Packard,self-made,executive,female,Unknown,new
Megdet Rahimkulov,Russia,Europe,1946,Money Management,Financial,Gazprom,self-made,privatized and resources,male,Unknown,state owned enterprise
Mehmet Emin Karamehmet,Turkey,Middle East/North Africa,1945,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Mehmet Hattat,Turkey,Middle East/North Africa,1946,Money Management,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Mehmet Karamehmet,Turkey,Middle East/North Africa,1945,Media,Non-Traded Sectors,Cukurova Holding,self-made,executive,male,Unknown,new
Mehmet Nazif Gunal,Turkey,Middle East/North Africa,1948,Constrution,Non-Traded Sectors,MNG Holding,self-made,founder non-finance,male,Unknown,new
Mehmet Omer Koc,Turkey,Middle East/North Africa,1963,Money Management,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Mehmet Rustu Basaran,Turkey,Middle East/North Africa,1947,Money Management,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Mehmet Sepil,Turkey,Middle East/North Africa,1953,Energy,Resource Related,Unknown,Unknown,Unknown,male,Unknown,Unknown
Mehmet Sinan Tara,Turkey,Middle East/North Africa,1959,Constrution,Non-Traded Sectors,Enka insaat ve Sanayi,inherited,inherited,male,inherited from father,new
Melinda Esterhazy,Austria,Europe,1921,Real Estate,Financial,Unknown,Unknown,Unknown,female,Unknown,Unknown
Melker Schorling,Sweden,Europe,1948,Money Management,Financial,Melker Schorling AB (MSAB),self-made,self-made finance,male,Unknown,new
Melvin Simon,United States,North America,1927,Real Estate,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Meng Qingshan,China,East Asia,1949,Non-consumer industrial,Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Mian Muhammad Mansha,Pakistan,South Asia,1948,Consumer,Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Miao Liansheng,China,East Asia,1957,Technology-Computer,New Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Miao Shouliang,China,East Asia,1955,Real Estate,Financial,Fuyuan Group,self-made,self-made finance,male,Unknown,new
Michael & Rainer Schmidt-Ruthenbeck,Germany,Europe,Unknown,"Retail, Restaurant",Non-Traded Sectors,Metro AG,inherited,inherited,male,Third generation,new
Michael and Marian Ilitch,United States,North America,1930,"Retail, Restaurant",Non-Traded Sectors,Unknown,Unknown,Unknown,married couple,Unknown,Unknown
Michael and Rainer Schmidt-Ruthenbeck,Germany,Europe,Unknown,"Retail, Restaurant",Non-Traded Sectors,Metro AG,inherited,inherited,male,Third generation,new
Michael Ashcroft,United Kingdom,Europe,1946,"Retail, Restaurant",Non-Traded Sectors,Michael A. Ashcroft Associates,self-made,founder non-finance,male,Unknown,new
Michael Ashley,United Kingdom,Europe,1960,"Retail, Restaurant",Non-Traded Sectors,Sports Direct,self-made,founder non-finance,male,Unknown,new
Michael Birck,United States,North America,Unknown,Media,Non-Traded Sectors,Tellabs,self-made,founder non-finance,male,Unknown,new
Michael Bloomberg,United States,North America,1943,Media,Non-Traded Sectors,Bloomberg,self-made,founder non-finance,male,Unknown, new
Michael Chiang,Taiwan,East Asia,1953,Technology-Computer,New Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Michael Dell,United States,North America,1965,Technology-Computer,New Sectors,Dell,self-made,founder non-finance,male,Unknown,new
Michael Eisner,United States,North America,1942,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Michael Federmann,Israel,Middle East/North Africa,1944,Other,other,Unknown,Unknown,Unknown,male,Unknown,Unknown
Michael Hartono,Indonesia,East Asia,1940,Consumer,Traded Sectors,Djarum,self-made,executive,male,Unknown,new
Michael Heisley,United States,North America,1937,Non-consumer industrial,Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Michael Herz,Germany,Europe,1946,Consumer,Traded Sectors,Maxingvest AG,inherited,inherited,male,inherited from father,new
Michael Hilti,Liechtenstein,Europe,1947,Constrution,Non-Traded Sectors,Unknown,inherited,executive,male,inherited from father,Unknown
Michael Hintze,Australia,North America,1954,Hedge funds,Financial,CQS,self-made,self-made finance,male,Unknown,new
Michael Ilitch,United States,North America,1930,"Retail, Restaurant",Non-Traded Sectors,Little Ceasers Pizza,self-made,founder non-finance,male,Unknown,new
Michael Jaharis,United States,North America,1928,Technology-Medical,New Sectors,Kos Pharmaceuticals,self-made,founder non-finance,male,Unknown,new
Michael Kadoorie,Hong Kong,East Asia,1941,Money Management,Financial,CLP Holdings,inherited,inherited,male,inherited from father,new
Michael Klein,Brazil,Latin America,1951,"Retail, Restaurant",Non-Traded Sectors,Casas Bahia,inherited,inherited,male,inherited from father,new
Michael Kors,United States,North America,1960,"Retail, Restaurant",Non-Traded Sectors,Michael Kors,self-made,founder non-finance,male,Unknown,new
Michael Krasny,United States,North America,1954,Technology-Computer,New Sectors,CDW Corporation,self-made,founder non-finance,male,Unknown,new
Michael Lee-Chin,Canada,North America,1951,Hedge funds,Financial,Otto Group,inherited,inherited,male,inherited from father,new
Michael Lynch,United Kingdom,Europe,1965,Technology-Computer,New Sectors,Autonomy Corporation,self-made,founder non-finance,male,Unknown,new
Michael Milken,United States,North America,1947,Money Management,Financial,Drexel Burnham Lambert,self-made,self-made finance,male,Unknown,new
Michael Moritz,United States,North America,1955,Venture Capital,Financial,Sequoia Capital,self-made,self-made finance,male,Unknown,new
Michael Novogratz,United States,North America,1965,Money Management,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Michael Otto,Germany,Europe,1944,"Retail, Restaurant",Non-Traded Sectors,Otto Group,inherited,inherited,male,inherited from father,new
Michael Pieper,Switzerland,Europe,1946,Consumer,Traded Sectors,Artemis Goup,inherited,inherited,male,inherited from father,aquired
Michael Platt,United Kingdom,Europe,1969,Hedge funds,Financial,BlueCrest Capital Management,self-made,self-made finance,male,Unknown,new
Michael Price,United States,North America,1953,Money Management,Financial,MFP Investors,self-made,self-made finance,male,Unknown,new
Michael Rubin,United States,North America,1973,"Retail, Restaurant",Non-Traded Sectors,Kynetic/GSI,self-made,founder non-finance,male,Unknown,new
Michael Spencer,United Kingdom,Europe,1956,Money Management,Financial,Unknown,Unknown,Unknown,male,Unknown,Unknown
Michael Steinhardt,United States,North America,1941,Money Management,Financial,"Steinhardt, Fine, Berkowitz & Co",self-made,self-made finance,male,Unknown,new
Michael Strauss,Israel,Middle East/North Africa,1935,Consumer,Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Michael Ying,Hong Kong,East Asia,1950,Consumer,Traded Sectors,Esprit Holdings Limited,self-made,executive,male,Unknown,new
Michal Solowow,Poland,Europe,1963,Money Management,Financial,Synthos,self-made,self-made finance,male,Unknown,aquired
Michel David-Weill,France,Europe,Unknown,Money Management,Financial,Lazard,inherited,inherited,male,inherited from father,new
Michele Ferrero,Italy,Europe,1927,Consumer,Traded Sectors,Ferrero spa,self-made,executive,male,Unknown,new
Micky Arison,United States,North America,1950,"Retail, Restaurant",Non-Traded Sectors,Carnival Corporation,inherited,inherited,male,inherited from father,new
Micky Jagtiani,India,South Asia,1952,"Retail, Restaurant",Non-Traded Sectors,Landmark Group,self-made,founder non-finance,male,Unknown,new
Miguel Krigsner,Brazil,Latin America,1950,Consumer,Traded Sectors,O Botic?rio,self-made,founder non-finance,male,Unknown,new
Mike Adenuga,Nigeria,Sub-Saharan Africa,1954,Media,Non-Traded Sectors,Conoil/Globacom,self-made,privatized and resources,male,Unknown,new
Mike Lazaridis,Canada,North America,1961,Media,Non-Traded Sectors,Unknown,Unknown,Unknown,male,Unknown,Unknown
Mikhail Abyzov,Russia,Europe,1973,Energy,Resource Related,E4 Group,self-made,privatized and resources,male,Unknown,new
Mikhail Balakin,Russia,Europe,1962,Constrution,Non-Traded Sectors,SU-155,self-made,privatized and resources,male,Unknown,privatization
Mikhail Brudno,Russia,Europe,1960,Energy,Resource Related,Unknown,Unknown,Unknown,male,Unknown,Unknown
Mikhail Fedyaev,Russia,Europe,1963,Energy,Resource Related,Unknown,Unknown,Unknown,male,Unknown,Unknown
